pair,timestamp,score,gross_r,net_r,exit_reason
USD/JPY,2019-04-15T02:00:00+00:00,70.11,-1.0,-1.048,stop_loss
EUR/USD,2019-04-15T02:45:00+00:00,78.74,-0.1163,-0.1318,time_exit
USD/JPY,2019-04-15T04:30:00+00:00,74.47,-1.0,-1.0415,stop_loss
USD/JPY,2019-04-15T06:15:00+00:00,70.27,-1.0,-1.0601,stop_loss
USD/JPY,2019-04-15T06:45:00+00:00,73.24,1.5,1.4821,take_profit
USD/JPY,2019-04-15T07:15:00+00:00,68.33,1.5,1.4655,take_profit
USD/CAD,2019-04-15T11:30:00+00:00,65.18,-1.0,-1.0466,stop_loss
EUR/USD,2019-04-15T12:00:00+00:00,75.53,-1.0,-1.0136,stop_loss
USD/JPY,2019-04-15T12:45:00+00:00,76.23,-0.2579,-0.2837,time_exit
USD/CHF,2019-04-15T13:45:00+00:00,69.27,0.3688,0.2898,time_exit
EUR/USD,2019-04-15T14:15:00+00:00,73.07,-0.4658,-0.4932,time_exit
AUD/USD,2019-04-15T14:45:00+00:00,66.32,-1.0,-1.1162,stop_loss
USD/JPY,2019-04-16T00:00:00+00:00,69.51,-1.0,-1.0396,stop_loss
EUR/USD,2019-04-16T01:45:00+00:00,66.24,-1.0,-1.0135,stop_loss
USD/CAD,2019-04-16T06:30:00+00:00,70.49,-1.0,-1.0553,stop_loss
USD/JPY,2019-04-16T07:00:00+00:00,69.22,1.5,1.4661,take_profit
USD/CHF,2019-04-16T08:45:00+00:00,66.08,1.5,1.4514,take_profit
EUR/USD,2019-04-16T09:15:00+00:00,68.34,1.5,1.4702,take_profit
EUR/USD,2019-04-16T11:30:00+00:00,71.24,-0.8527,-0.8648,time_exit
USD/JPY,2019-04-16T12:15:00+00:00,70.71,1.5,1.4674,take_profit
USD/CAD,2019-04-16T12:45:00+00:00,69.3,-1.0,-1.0766,stop_loss
GBP/USD,2019-04-16T15:15:00+00:00,65.19,0.2411,0.2228,time_exit
USD/JPY,2019-04-16T16:00:00+00:00,73.29,1.5,1.4716,take_profit
USD/CHF,2019-04-16T16:45:00+00:00,68.92,-0.1977,-0.2431,time_exit
USD/JPY,2019-04-17T00:15:00+00:00,75.06,-1.0,-1.0166,stop_loss
GBP/USD,2019-04-17T00:30:00+00:00,72.41,-1.0,-1.0535,stop_loss
EUR/USD,2019-04-17T02:30:00+00:00,65.73,-1.0,-1.0507,stop_loss
USD/JPY,2019-04-17T06:00:00+00:00,69.59,0.406,0.3609,time_exit
EUR/USD,2019-04-17T06:15:00+00:00,66.02,-1.0,-1.0789,stop_loss
EUR/USD,2019-04-17T07:15:00+00:00,76.33,-1.0,-1.0097,stop_loss
EUR/USD,2019-04-17T13:45:00+00:00,73.57,-0.4331,-0.4615,time_exit
USD/JPY,2019-04-17T15:15:00+00:00,69.32,1.5,1.4559,take_profit
GBP/USD,2019-04-17T15:30:00+00:00,72.76,-0.0522,-0.087,time_exit
USD/CHF,2019-04-17T15:45:00+00:00,71.47,0.4794,0.4159,time_exit
USD/JPY,2019-04-17T19:00:00+00:00,75.85,-1.0,-1.0085,stop_loss
AUD/USD,2019-04-18T05:00:00+00:00,66.92,-1.0,-1.1305,stop_loss
EUR/USD,2019-04-18T07:30:00+00:00,66.27,1.3028,1.2932,time_exit
GBP/USD,2019-04-18T07:45:00+00:00,66.27,1.3045,1.2561,time_exit
USD/JPY,2019-04-18T08:15:00+00:00,68.85,1.5,1.4726,take_profit
USD/JPY,2019-04-18T12:45:00+00:00,66.28,1.5,1.4713,take_profit
USD/JPY,2019-04-18T16:30:00+00:00,68.72,0.0,-0.0161,time_exit
EUR/USD,2019-04-18T16:45:00+00:00,67.46,0.6731,0.6383,time_exit
GBP/USD,2019-04-18T17:00:00+00:00,71.85,-0.1888,-0.2143,time_exit
GBP/USD,2019-04-22T13:00:00+00:00,67.75,0.2343,0.1385,time_exit
USD/CHF,2019-04-22T13:30:00+00:00,65.12,-1.0,-1.1432,stop_loss
USD/CAD,2019-04-22T15:15:00+00:00,65.96,0.0363,-0.004,time_exit
USD/JPY,2019-04-23T05:45:00+00:00,65.56,1.5,1.4466,take_profit
EUR/USD,2019-04-23T07:00:00+00:00,73.13,-1.0,-1.0403,stop_loss
USD/CHF,2019-04-23T07:00:00+00:00,70.61,1.5,1.4461,take_profit
EUR/USD,2019-04-23T08:45:00+00:00,70.73,-1.0,-1.0433,stop_loss
AUD/USD,2019-04-23T09:45:00+00:00,66.03,1.5,1.4437,take_profit
USD/CHF,2019-04-23T10:45:00+00:00,66.85,0.2291,0.2062,time_exit
EUR/USD,2019-04-23T11:00:00+00:00,72.7,1.5,1.4863,take_profit
USD/CAD,2019-04-23T12:00:00+00:00,65.74,1.5,1.4675,take_profit
USD/JPY,2019-04-23T13:00:00+00:00,70.65,-1.0,-1.024,stop_loss
AUD/USD,2019-04-23T14:30:00+00:00,67.49,-0.4587,-0.4912,time_exit
USD/CAD,2019-04-23T16:45:00+00:00,71.46,0.406,0.3768,time_exit
USD/CHF,2019-04-23T20:00:00+00:00,65.45,-0.1616,-0.2105,time_exit
EUR/USD,2019-04-23T22:15:00+00:00,66.1,1.5,1.4298,take_profit
EUR/USD,2019-04-24T01:45:00+00:00,75.12,1.5,1.4522,take_profit
USD/CAD,2019-04-24T02:00:00+00:00,70.26,0.2277,0.1729,time_exit
EUR/USD,2019-04-24T06:30:00+00:00,77.35,1.5,1.4596,take_profit
GBP/USD,2019-04-24T07:15:00+00:00,70.71,-1.0,-1.0684,stop_loss
EUR/USD,2019-04-24T08:15:00+00:00,76.35,1.5,1.4897,take_profit
USD/CHF,2019-04-24T09:15:00+00:00,66.04,1.5,1.3853,take_profit
GBP/USD,2019-04-24T11:00:00+00:00,66.61,-1.0,-1.1,stop_loss
USD/CAD,2019-04-24T11:15:00+00:00,72.0,-1.0,-1.1245,stop_loss
USD/CAD,2019-04-24T12:00:00+00:00,70.49,-1.0,-1.1175,stop_loss
USD/JPY,2019-04-24T12:00:00+00:00,66.79,1.5,1.4401,take_profit
GBP/USD,2019-04-24T12:45:00+00:00,68.31,1.5,1.4351,take_profit
USD/CAD,2019-04-24T13:00:00+00:00,72.44,-1.0,-1.1126,stop_loss
EUR/USD,2019-04-24T13:15:00+00:00,66.94,1.5,1.4892,take_profit
GBP/USD,2019-04-24T13:15:00+00:00,70.91,-1.0,-1.0467,stop_loss
USD/CAD,2019-04-24T14:00:00+00:00,68.69,-0.1771,-0.1928,time_exit
GBP/USD,2019-04-24T14:15:00+00:00,65.65,1.5,1.4189,take_profit
USD/JPY,2019-04-24T14:45:00+00:00,65.73,1.5,1.49,take_profit
GBP/USD,2019-04-24T16:45:00+00:00,70.69,0.2726,0.2522,time_exit
USD/CHF,2019-04-24T16:45:00+00:00,66.35,-0.0229,-0.0483,time_exit
USD/JPY,2019-04-24T16:45:00+00:00,66.79,-1.0,-1.0136,stop_loss
AUD/USD,2019-04-24T20:00:00+00:00,67.93,-0.1529,-0.1893,time_exit
GBP/USD,2019-04-25T03:00:00+00:00,66.13,1.5,1.3571,take_profit
EUR/USD,2019-04-25T05:00:00+00:00,68.52,-1.0,-1.036,stop_loss
AUD/USD,2019-04-25T05:15:00+00:00,65.98,1.5,1.3313,take_profit
EUR/USD,2019-04-25T07:00:00+00:00,70.79,1.5,1.4638,take_profit
AUD/USD,2019-04-25T07:15:00+00:00,74.48,1.5,1.4208,take_profit
GBP/USD,2019-04-25T08:15:00+00:00,76.16,-0.362,-0.3911,time_exit
AUD/USD,2019-04-25T08:30:00+00:00,74.98,1.5,1.4252,take_profit
EUR/USD,2019-04-25T08:30:00+00:00,75.47,1.5,1.4781,take_profit
USD/CAD,2019-04-25T08:30:00+00:00,74.83,-0.7397,-0.7951,time_exit
USD/CHF,2019-04-25T09:45:00+00:00,68.51,-1.0,-1.0468,stop_loss
AUD/USD,2019-04-25T10:15:00+00:00,73.17,-0.5643,-0.6167,time_exit
EUR/USD,2019-04-25T12:45:00+00:00,72.69,-0.117,-0.129,time_exit
GBP/USD,2019-04-25T17:30:00+00:00,71.98,-0.6102,-0.692,time_exit
AUD/USD,2019-04-26T00:15:00+00:00,66.23,-1.0,-1.1138,stop_loss
AUD/USD,2019-04-26T01:30:00+00:00,66.66,-1.0,-1.113,stop_loss
EUR/USD,2019-04-26T02:45:00+00:00,71.37,-1.0,-1.0463,stop_loss
USD/JPY,2019-04-26T03:00:00+00:00,70.38,-0.6712,-0.6894,time_exit
AUD/USD,2019-04-26T03:15:00+00:00,66.82,-1.0,-1.0813,stop_loss
EUR/USD,2019-04-26T07:30:00+00:00,71.29,1.5,1.4395,take_profit
AUD/USD,2019-04-26T08:00:00+00:00,65.33,-1.0,-1.1039,stop_loss
EUR/USD,2019-04-26T08:15:00+00:00,75.28,1.5,1.4751,take_profit
USD/CAD,2019-04-26T09:15:00+00:00,69.55,-1.0,-1.0803,stop_loss
AUD/USD,2019-04-26T09:30:00+00:00,67.32,-0.0426,-0.0805,time_exit
GBP/USD,2019-04-26T11:30:00+00:00,67.37,1.5,1.4267,take_profit
USD/JPY,2019-04-26T12:30:00+00:00,71.12,1.5,1.4801,take_profit
EUR/USD,2019-04-26T13:15:00+00:00,68.2,-1.0,-1.031,stop_loss
EUR/USD,2019-04-26T14:45:00+00:00,66.33,1.5,1.486,take_profit
EUR/USD,2019-04-29T07:15:00+00:00,65.68,1.5,1.468,take_profit
USD/JPY,2019-04-29T08:00:00+00:00,68.67,1.5,1.4548,take_profit
EUR/USD,2019-04-29T11:00:00+00:00,70.64,-1.0,-1.0158,stop_loss
EUR/USD,2019-04-29T15:00:00+00:00,68.87,-1.0,-1.0413,stop_loss
USD/CHF,2019-04-29T15:30:00+00:00,68.89,-1.0,-1.1212,stop_loss
EUR/USD,2019-04-29T17:00:00+00:00,66.41,-1.0,-1.0504,stop_loss
USD/JPY,2019-04-30T01:00:00+00:00,71.96,1.5,1.4685,take_profit
EUR/USD,2019-04-30T06:15:00+00:00,71.48,1.5,1.4622,take_profit
USD/JPY,2019-04-30T06:15:00+00:00,74.19,0.0236,0.0118,time_exit
GBP/USD,2019-04-30T08:15:00+00:00,67.89,1.5,1.4778,take_profit
EUR/USD,2019-04-30T08:30:00+00:00,75.41,0.3898,0.3864,time_exit
AUD/USD,2019-04-30T14:15:00+00:00,69.55,-1.0,-1.0418,stop_loss
USD/JPY,2019-04-30T15:30:00+00:00,71.35,-0.1841,-0.2058,time_exit
USD/JPY,2019-05-01T00:45:00+00:00,71.74,-1.0,-1.0136,stop_loss
USD/JPY,2019-05-01T04:00:00+00:00,66.47,-1.0,-1.0378,stop_loss
EUR/USD,2019-05-01T07:15:00+00:00,66.56,-1.0,-1.0458,stop_loss
USD/JPY,2019-05-01T07:15:00+00:00,71.18,1.5,1.4727,take_profit
EUR/USD,2019-05-01T08:15:00+00:00,65.49,-1.0,-1.0847,stop_loss
GBP/USD,2019-05-01T08:30:00+00:00,67.73,0.5205,0.4791,time_exit
USD/JPY,2019-05-01T09:00:00+00:00,69.42,1.5,1.4719,take_profit
EUR/USD,2019-05-01T09:15:00+00:00,69.72,1.5,1.4635,take_profit
EUR/USD,2019-05-01T13:30:00+00:00,75.61,1.5,1.4706,take_profit
AUD/USD,2019-05-01T14:15:00+00:00,68.23,1.1071,1.0628,time_exit
EUR/USD,2019-05-01T14:15:00+00:00,76.33,-1.0,-1.0127,stop_loss
USD/JPY,2019-05-02T02:45:00+00:00,66.23,-0.6516,-0.6687,time_exit
GBP/USD,2019-05-02T07:30:00+00:00,70.6,-1.0,-1.0453,stop_loss
EUR/USD,2019-05-02T08:30:00+00:00,66.7,1.5,1.4757,take_profit
USD/CAD,2019-05-02T08:45:00+00:00,67.64,-1.0,-1.0699,stop_loss
USD/CHF,2019-05-02T09:45:00+00:00,66.28,-0.1643,-0.2289,time_exit
GBP/USD,2019-05-02T11:15:00+00:00,70.86,-1.0,-1.0482,stop_loss
AUD/USD,2019-05-02T12:30:00+00:00,70.85,0.7098,0.6595,time_exit
USD/CAD,2019-05-02T12:30:00+00:00,67.38,0.6207,0.5778,time_exit
EUR/USD,2019-05-02T12:45:00+00:00,67.06,-1.0,-1.0209,stop_loss
EUR/USD,2019-05-02T13:45:00+00:00,66.15,-1.0,-1.0347,stop_loss
USD/JPY,2019-05-02T15:30:00+00:00,69.88,1.5,1.4726,take_profit
EUR/USD,2019-05-02T16:15:00+00:00,67.05,-0.4728,-0.5001,time_exit
USD/CHF,2019-05-02T19:00:00+00:00,69.28,0.0264,-0.1056,time_exit
EUR/USD,2019-05-03T01:30:00+00:00,67.69,1.5,1.4477,take_profit
AUD/USD,2019-05-03T01:45:00+00:00,71.5,-0.2771,-0.3562,time_exit
EUR/USD,2019-05-03T07:00:00+00:00,77.78,1.5,1.4788,take_profit
GBP/USD,2019-05-03T09:15:00+00:00,72.02,-1.0,-1.0209,stop_loss
USD/JPY,2019-05-03T09:45:00+00:00,67.94,-1.0,-1.036,stop_loss
USD/CAD,2019-05-03T11:15:00+00:00,66.05,-1.0,-1.1084,stop_loss
EUR/USD,2019-05-03T12:45:00+00:00,73.24,-1.0,-1.0185,stop_loss
USD/JPY,2019-05-03T12:45:00+00:00,67.47,-1.0,-1.0441,stop_loss
GBP/USD,2019-05-03T13:00:00+00:00,65.04,-1.0,-1.0551,stop_loss
USD/JPY,2019-05-03T13:30:00+00:00,70.62,1.5,1.4942,take_profit
GBP/USD,2019-05-06T08:00:00+00:00,66.0,-1.0,-1.0906,stop_loss
GBP/USD,2019-05-06T09:30:00+00:00,66.11,-0.1606,-0.1735,time_exit
USD/CAD,2019-05-06T09:30:00+00:00,65.48,1.5,1.3752,take_profit
AUD/USD,2019-05-06T11:30:00+00:00,67.04,-1.0,-1.1008,stop_loss
EUR/USD,2019-05-06T11:30:00+00:00,68.77,1.5,1.4488,take_profit
EUR/USD,2019-05-06T13:00:00+00:00,69.86,1.5,1.4936,take_profit
USD/CAD,2019-05-06T13:00:00+00:00,70.06,-1.0,-1.0479,stop_loss
AUD/USD,2019-05-06T16:00:00+00:00,65.77,-1.0,-1.1265,stop_loss
USD/JPY,2019-05-06T16:00:00+00:00,71.43,1.5,1.4638,take_profit
EUR/USD,2019-05-06T17:15:00+00:00,68.31,1.5,1.4662,take_profit
GBP/USD,2019-05-06T18:45:00+00:00,66.25,1.0911,1.0289,time_exit
GBP/USD,2019-05-07T04:00:00+00:00,66.27,-1.0,-1.0303,stop_loss
USD/JPY,2019-05-07T06:45:00+00:00,72.58,1.5,1.4686,take_profit
EUR/USD,2019-05-07T08:15:00+00:00,70.62,-1.0,-1.0419,stop_loss
GBP/USD,2019-05-07T08:30:00+00:00,66.56,-1.0,-1.0617,stop_loss
USD/JPY,2019-05-07T09:00:00+00:00,76.99,1.5,1.4758,take_profit
USD/CHF,2019-05-07T11:00:00+00:00,67.87,1.5,1.4637,take_profit
GBP/USD,2019-05-07T11:45:00+00:00,67.06,-1.0,-1.0482,stop_loss
EUR/USD,2019-05-07T12:00:00+00:00,71.44,-1.0,-1.0307,stop_loss
USD/JPY,2019-05-07T15:00:00+00:00,72.69,0.6276,0.6205,time_exit
EUR/USD,2019-05-07T16:15:00+00:00,71.44,1.5,1.4729,take_profit
USD/CAD,2019-05-07T18:15:00+00:00,70.34,-1.0,-1.0581,stop_loss
EUR/USD,2019-05-07T20:15:00+00:00,70.98,-1.0,-1.021,stop_loss
USD/JPY,2019-05-08T00:15:00+00:00,74.64,1.5,1.4777,take_profit
EUR/USD,2019-05-08T02:45:00+00:00,65.3,-1.0,-1.0732,stop_loss
USD/JPY,2019-05-08T04:00:00+00:00,73.87,-0.3612,-0.3692,time_exit
EUR/USD,2019-05-08T05:00:00+00:00,66.77,-1.0,-1.0607,stop_loss
EUR/USD,2019-05-08T06:45:00+00:00,65.31,1.5,1.4697,take_profit
GBP/USD,2019-05-08T07:15:00+00:00,67.17,-1.0,-1.0813,stop_loss
GBP/USD,2019-05-08T08:00:00+00:00,65.56,-1.0,-1.0933,stop_loss
USD/CAD,2019-05-08T09:45:00+00:00,70.21,-1.0,-1.0379,stop_loss
GBP/USD,2019-05-08T10:15:00+00:00,69.67,0.1264,0.1096,time_exit
USD/CAD,2019-05-08T12:30:00+00:00,65.28,-1.0,-1.0843,stop_loss
EUR/USD,2019-05-08T13:00:00+00:00,75.68,-1.0,-1.0277,stop_loss
USD/CAD,2019-05-08T13:00:00+00:00,70.11,0.3022,0.2561,time_exit
USD/JPY,2019-05-08T13:15:00+00:00,73.45,-1.0,-1.0288,stop_loss
USD/JPY,2019-05-08T15:15:00+00:00,75.35,0.9058,0.8844,time_exit
AUD/USD,2019-05-08T16:15:00+00:00,68.67,0.5034,0.4644,time_exit
EUR/USD,2019-05-08T16:30:00+00:00,67.03,0.5736,0.5497,time_exit
USD/JPY,2019-05-09T00:30:00+00:00,79.8,0.5547,0.5451,time_exit
AUD/USD,2019-05-09T01:30:00+00:00,66.46,0.2117,0.1574,time_exit
EUR/USD,2019-05-09T08:30:00+00:00,72.38,-1.0,-1.0218,stop_loss
GBP/USD,2019-05-09T08:30:00+00:00,68.98,-1.0,-1.0713,stop_loss
USD/JPY,2019-05-09T09:45:00+00:00,71.75,0.0768,0.064,time_exit
AUD/USD,2019-05-09T10:45:00+00:00,70.23,-1.0,-1.0933,stop_loss
USD/CAD,2019-05-09T12:45:00+00:00,67.61,-1.0,-1.0702,stop_loss
GBP/USD,2019-05-09T13:30:00+00:00,74.11,-1.0,-1.0348,stop_loss
USD/CAD,2019-05-09T15:00:00+00:00,69.76,-1.0,-1.08,stop_loss
GBP/USD,2019-05-09T15:30:00+00:00,69.84,-1.0,-1.0477,stop_loss
GBP/USD,2019-05-09T18:45:00+00:00,68.53,0.3941,0.325,time_exit
USD/JPY,2019-05-09T19:00:00+00:00,76.84,-1.0,-1.0142,stop_loss
AUD/USD,2019-05-10T01:00:00+00:00,66.77,-0.1638,-0.2058,time_exit
USD/JPY,2019-05-10T02:45:00+00:00,72.77,0.4138,0.3918,time_exit
GBP/USD,2019-05-10T05:15:00+00:00,67.04,-1.0,-1.054,stop_loss
USD/CAD,2019-05-10T07:15:00+00:00,65.69,-1.0,-1.046,stop_loss
GBP/USD,2019-05-10T07:30:00+00:00,73.14,-1.0,-1.0511,stop_loss
EUR/USD,2019-05-10T08:15:00+00:00,70.97,1.5,1.477,take_profit
EUR/USD,2019-05-10T09:30:00+00:00,77.65,-0.1861,-0.1973,time_exit
EUR/USD,2019-05-10T10:00:00+00:00,75.04,1.5,1.4824,take_profit
USD/CHF,2019-05-10T10:15:00+00:00,71.94,1.5,1.4192,take_profit
GBP/USD,2019-05-10T10:45:00+00:00,68.11,-1.0,-1.0739,stop_loss
USD/JPY,2019-05-10T12:00:00+00:00,75.66,1.5,1.4862,take_profit
USD/CHF,2019-05-10T12:15:00+00:00,67.15,0.4292,0.3691,time_exit
EUR/USD,2019-05-10T14:00:00+00:00,76.49,-0.2968,-0.3298,time_exit
USD/JPY,2019-05-10T14:45:00+00:00,79.77,-1.0,-1.0063,stop_loss
USD/JPY,2019-05-10T18:15:00+00:00,67.72,-1.0,-1.0319,stop_loss
GBP/USD,2019-05-10T18:45:00+00:00,66.68,-1.0,-1.0819,stop_loss
EUR/USD,2019-05-12T23:15:00+00:00,70.49,-1.0,-1.0257,stop_loss
AUD/USD,2019-05-13T02:15:00+00:00,73.42,0.4544,0.3922,time_exit
EUR/USD,2019-05-13T03:00:00+00:00,65.25,-1.0,-1.0382,stop_loss
USD/JPY,2019-05-13T06:30:00+00:00,71.12,1.5,1.4683,take_profit
USD/CHF,2019-05-13T06:45:00+00:00,65.15,1.5,1.4292,take_profit
USD/JPY,2019-05-13T07:30:00+00:00,77.47,1.5,1.4811,take_profit
EUR/USD,2019-05-13T07:45:00+00:00,66.15,1.5,1.4497,take_profit
USD/CAD,2019-05-13T08:45:00+00:00,67.25,-1.0,-1.0717,stop_loss
EUR/USD,2019-05-13T09:45:00+00:00,72.67,1.5,1.4819,take_profit
USD/CHF,2019-05-13T10:45:00+00:00,74.18,0.7476,0.7177,time_exit
AUD/USD,2019-05-13T11:30:00+00:00,69.31,1.2559,1.2065,time_exit
USD/JPY,2019-05-13T12:15:00+00:00,72.75,-0.0227,-0.0248,time_exit
EUR/USD,2019-05-13T13:15:00+00:00,65.24,-1.0,-1.0144,stop_loss
GBP/USD,2019-05-13T14:15:00+00:00,74.19,1.5,1.4748,take_profit
USD/CAD,2019-05-13T15:15:00+00:00,66.22,0.0101,-0.0121,time_exit
USD/JPY,2019-05-13T22:00:00+00:00,67.82,-1.0,-1.0382,stop_loss
EUR/USD,2019-05-13T22:30:00+00:00,68.63,0.316,0.2775,time_exit
GBP/USD,2019-05-14T00:45:00+00:00,68.54,1.5,1.3926,take_profit
USD/CAD,2019-05-14T01:30:00+00:00,66.07,-1.0,-1.1097,stop_loss
USD/JPY,2019-05-14T05:00:00+00:00,67.05,1.5,1.4766,take_profit
GBP/USD,2019-05-14T06:15:00+00:00,69.54,1.5,1.4505,take_profit
USD/JPY,2019-05-14T07:30:00+00:00,68.93,1.5,1.479,take_profit
EUR/USD,2019-05-14T07:45:00+00:00,71.3,-1.0,-1.04,stop_loss
GBP/USD,2019-05-14T07:45:00+00:00,74.8,0.3197,0.2919,time_exit
EUR/USD,2019-05-14T10:45:00+00:00,67.45,-1.0,-1.0273,stop_loss
USD/CHF,2019-05-14T11:00:00+00:00,65.71,1.5,1.3805,take_profit
USD/CAD,2019-05-14T12:30:00+00:00,71.94,-0.6538,-0.6925,time_exit
EUR/USD,2019-05-14T12:45:00+00:00,68.78,-1.0,-1.0198,stop_loss
EUR/USD,2019-05-14T15:45:00+00:00,67.35,-0.3678,-0.3984,time_exit
GBP/USD,2019-05-14T17:00:00+00:00,76.61,0.1209,0.0834,time_exit
AUD/USD,2019-05-14T20:00:00+00:00,65.73,1.5,1.4012,take_profit
GBP/USD,2019-05-15T07:15:00+00:00,68.96,-1.0,-1.0724,stop_loss
USD/CHF,2019-05-15T07:45:00+00:00,67.96,-1.0,-1.0298,stop_loss
USD/JPY,2019-05-15T08:00:00+00:00,71.51,-1.0,-1.0294,stop_loss
EUR/USD,2019-05-15T08:15:00+00:00,67.31,1.5,1.4551,take_profit
USD/JPY,2019-05-15T09:00:00+00:00,75.2,-0.3671,-0.378,time_exit
AUD/USD,2019-05-15T09:30:00+00:00,70.62,-1.0,-1.061,stop_loss
EUR/USD,2019-05-15T10:30:00+00:00,66.51,-1.0,-1.0129,stop_loss
EUR/USD,2019-05-15T11:30:00+00:00,72.64,-1.0,-1.0058,stop_loss
GBP/USD,2019-05-15T11:45:00+00:00,76.94,1.5,1.4679,take_profit
USD/CAD,2019-05-15T12:45:00+00:00,68.37,-1.0,-1.0694,stop_loss
GBP/USD,2019-05-15T14:15:00+00:00,67.5,0.2533,0.2312,time_exit
USD/CAD,2019-05-15T14:15:00+00:00,65.86,-1.0,-1.0722,stop_loss
AUD/USD,2019-05-15T15:00:00+00:00,68.34,0.825,0.715,time_exit
USD/CHF,2019-05-15T16:15:00+00:00,66.17,1.2161,1.1064,time_exit
USD/JPY,2019-05-15T20:30:00+00:00,66.17,1.5,1.4498,take_profit
USD/JPY,2019-05-15T23:45:00+00:00,65.05,-0.5047,-0.5316,time_exit
AUD/USD,2019-05-16T01:45:00+00:00,68.43,-1.0,-1.0474,stop_loss
GBP/USD,2019-05-16T07:15:00+00:00,70.93,0.8353,0.8041,time_exit
EUR/USD,2019-05-16T08:45:00+00:00,66.31,1.5,1.4681,take_profit
USD/JPY,2019-05-16T09:00:00+00:00,67.71,-1.0,-1.0331,stop_loss
USD/JPY,2019-05-16T10:15:00+00:00,68.19,-1.0,-1.0229,stop_loss
USD/CHF,2019-05-16T12:30:00+00:00,67.57,-0.3803,-0.4093,time_exit
EUR/USD,2019-05-16T12:45:00+00:00,67.62,-1.0,-1.0189,stop_loss
USD/JPY,2019-05-16T13:00:00+00:00,69.43,-1.0,-1.022,stop_loss
EUR/USD,2019-05-16T14:15:00+00:00,70.68,0.3501,0.3383,time_exit
USD/JPY,2019-05-16T14:30:00+00:00,66.92,0.623,0.6133,time_exit
GBP/USD,2019-05-16T16:30:00+00:00,78.91,0.0485,0.0088,time_exit
USD/CAD,2019-05-16T18:00:00+00:00,65.34,-0.031,-0.0492,time_exit
AUD/USD,2019-05-16T19:15:00+00:00,69.37,0.1089,0.0544,time_exit
EUR/USD,2019-05-16T23:30:00+00:00,69.03,0.0279,0.0139,time_exit
USD/JPY,2019-05-17T12:15:00+00:00,78.62,-1.0,-1.0108,stop_loss
EUR/USD,2019-05-17T18:45:00+00:00,76.49,0.4976,0.4773,time_exit
GBP/USD,2019-05-17T18:45:00+00:00,76.88,-0.2405,-0.2861,time_exit
USD/CAD,2019-05-20T14:30:00+00:00,75.07,0.4733,0.426,time_exit
GBP/USD,2019-05-20T16:00:00+00:00,76.66,-0.3016,-0.3398,time_exit
USD/JPY,2019-05-21T00:45:00+00:00,75.27,0.2648,0.2501,time_exit
USD/JPY,2019-05-21T10:00:00+00:00,76.59,1.5,1.4811,take_profit
GBP/USD,2019-05-22T11:15:00+00:00,76.48,-1.0,-1.0215,stop_loss
USD/CHF,2019-05-24T12:45:00+00:00,78.2,0.6318,0.5876,time_exit
USD/JPY,2019-05-24T12:45:00+00:00,76.96,0.8592,0.8547,time_exit
EUR/USD,2019-05-29T02:00:00+00:00,75.57,1.5,1.473,take_profit
EUR/USD,2019-05-29T07:15:00+00:00,77.13,1.5,1.4758,take_profit
USD/JPY,2019-05-29T07:30:00+00:00,81.13,-1.0,-1.0184,stop_loss
GBP/USD,2019-05-29T08:00:00+00:00,75.75,-1.0,-1.0199,stop_loss
EUR/USD,2019-05-29T14:15:00+00:00,75.26,1.5,1.4745,take_profit
USD/JPY,2019-05-29T15:15:00+00:00,75.07,-1.0,-1.0192,stop_loss
EUR/USD,2019-05-30T13:15:00+00:00,75.54,-0.1895,-0.2014,time_exit
USD/JPY,2019-05-30T13:45:00+00:00,77.25,-1.0,-1.0073,stop_loss
USD/JPY,2019-06-03T10:30:00+00:00,75.34,-1.0,-1.0312,stop_loss
USD/JPY,2019-06-03T13:45:00+00:00,75.63,-1.0,-1.049,stop_loss
USD/JPY,2019-06-03T16:00:00+00:00,77.79,1.5,1.4852,take_profit
USD/JPY,2019-06-04T03:00:00+00:00,75.38,1.5,1.4776,take_profit
USD/JPY,2019-06-04T06:30:00+00:00,76.37,-1.0,-1.0102,stop_loss
USD/JPY,2019-06-04T09:30:00+00:00,76.82,1.5,1.4899,take_profit
AUD/USD,2019-06-04T10:15:00+00:00,75.9,0.3426,0.3129,time_exit
USD/CAD,2019-06-04T16:30:00+00:00,75.6,0.8323,0.7976,time_exit
USD/JPY,2019-06-04T18:00:00+00:00,75.49,-0.0855,-0.094,time_exit
USD/CAD,2019-06-06T14:30:00+00:00,77.6,0.8073,0.7703,time_exit
USD/JPY,2019-06-06T15:45:00+00:00,77.43,-1.0,-1.0116,stop_loss
GBP/USD,2019-06-07T07:45:00+00:00,75.49,1.5,1.4547,take_profit
EUR/USD,2019-06-11T07:30:00+00:00,79.53,-1.0,-1.024,stop_loss
EUR/USD,2019-06-11T12:00:00+00:00,75.17,-1.0,-1.0267,stop_loss
EUR/USD,2019-06-11T18:45:00+00:00,75.81,-0.0282,-0.0442,time_exit
EUR/USD,2019-06-12T08:15:00+00:00,75.71,-1.0,-1.0437,stop_loss
EUR/USD,2019-06-17T06:15:00+00:00,76.68,-1.0,-1.0187,stop_loss
EUR/USD,2019-06-17T18:15:00+00:00,75.82,-0.7002,-0.7132,time_exit
GBP/USD,2019-06-18T11:15:00+00:00,75.53,-1.0,-1.0266,stop_loss
