pair,timestamp,score,gross_r,net_r,exit_reason
GBP/USD,2023-03-02T13:00:00+00:00,77.26,0.0079,-0.0119,time_exit
USD/CHF,2023-03-02T13:45:00+00:00,74.52,-0.3123,-0.3424,time_exit
EUR/USD,2023-03-02T14:00:00+00:00,69.14,-1.0,-1.0318,stop_loss
EUR/USD,2023-03-02T18:15:00+00:00,66.48,1.5,1.4575,take_profit
EUR/USD,2023-03-02T19:15:00+00:00,70.22,0.0257,0.0,time_exit
USD/JPY,2023-03-02T20:00:00+00:00,75.01,-1.0,-1.0317,stop_loss
USD/CAD,2023-03-02T20:45:00+00:00,63.55,0.2432,0.1683,time_exit
AUD/USD,2023-03-02T21:00:00+00:00,63.3,-0.147,-0.2508,time_exit
USD/CHF,2023-03-02T23:00:00+00:00,60.13,0.0748,-0.0083,time_exit
USD/JPY,2023-03-02T23:45:00+00:00,64.61,-0.4343,-0.5011,time_exit
AUD/USD,2023-03-03T01:00:00+00:00,56.62,-1.0,-1.1477,stop_loss
USD/CAD,2023-03-03T01:30:00+00:00,57.19,-1.0,-1.127,stop_loss
GBP/USD,2023-03-03T01:45:00+00:00,71.66,-1.0,-1.0671,stop_loss
USD/JPY,2023-03-03T02:00:00+00:00,72.67,-1.0,-1.0381,stop_loss
AUD/USD,2023-03-03T07:00:00+00:00,59.78,-1.0,-1.1209,stop_loss
USD/CHF,2023-03-03T07:00:00+00:00,55.96,-1.0,-1.1615,stop_loss
USD/JPY,2023-03-03T07:00:00+00:00,66.42,-1.0,-1.0171,stop_loss
GBP/USD,2023-03-03T07:15:00+00:00,66.4,-1.0,-1.0739,stop_loss
EUR/USD,2023-03-03T07:45:00+00:00,72.08,-1.0,-1.0341,stop_loss
USD/CHF,2023-03-03T07:45:00+00:00,58.88,-1.0,-1.1317,stop_loss
USD/CAD,2023-03-03T08:30:00+00:00,70.97,-1.0,-1.0457,stop_loss
AUD/USD,2023-03-03T08:45:00+00:00,62.22,1.5,1.3936,take_profit
EUR/USD,2023-03-03T08:45:00+00:00,65.66,1.5,1.4179,take_profit
USD/CHF,2023-03-03T08:45:00+00:00,63.06,1.5,1.3939,take_profit
GBP/USD,2023-03-03T09:15:00+00:00,62.63,-1.0,-1.1164,stop_loss
USD/JPY,2023-03-03T09:45:00+00:00,67.83,-1.0,-1.0399,stop_loss
EUR/USD,2023-03-03T12:30:00+00:00,68.14,1.5,1.4736,take_profit
USD/CAD,2023-03-03T12:45:00+00:00,67.42,-1.0,-1.0925,stop_loss
GBP/USD,2023-03-03T13:30:00+00:00,75.44,-1.0,-1.0247,stop_loss
USD/CAD,2023-03-03T13:45:00+00:00,66.51,-1.0,-1.0744,stop_loss
USD/JPY,2023-03-03T13:45:00+00:00,76.19,-1.0,-1.0151,stop_loss
USD/CAD,2023-03-03T16:15:00+00:00,60.9,0.2439,0.1966,time_exit
EUR/USD,2023-03-03T17:45:00+00:00,70.24,-1.0,-1.0266,stop_loss
USD/CHF,2023-03-03T17:45:00+00:00,63.25,-1.0,-1.0669,stop_loss
GBP/USD,2023-03-03T18:15:00+00:00,67.43,-1.0,-1.0499,stop_loss
AUD/USD,2023-03-03T19:15:00+00:00,61.69,1.5,1.4052,take_profit
USD/JPY,2023-03-03T19:15:00+00:00,68.66,-1.0,-1.0252,stop_loss
USD/CHF,2023-03-03T20:15:00+00:00,68.1,-0.5025,-0.5718,time_exit
USD/JPY,2023-03-03T20:15:00+00:00,67.85,-1.0,-1.0481,stop_loss
GBP/USD,2023-03-03T21:00:00+00:00,62.64,0.6567,0.5923,time_exit
USD/JPY,2023-03-06T01:15:00+00:00,65.53,-1.0,-1.055,stop_loss
USD/CAD,2023-03-06T02:30:00+00:00,56.05,-1.0,-1.1374,stop_loss
EUR/USD,2023-03-06T02:45:00+00:00,71.98,-1.0,-1.0266,stop_loss
AUD/USD,2023-03-06T03:00:00+00:00,59.05,1.5,1.3893,take_profit
USD/JPY,2023-03-06T04:00:00+00:00,68.42,1.5,1.4532,take_profit
USD/CHF,2023-03-06T07:00:00+00:00,66.11,1.5,1.4442,take_profit
AUD/USD,2023-03-06T08:45:00+00:00,60.93,-1.0,-1.1073,stop_loss
USD/JPY,2023-03-06T08:45:00+00:00,69.83,-1.0,-1.0386,stop_loss
USD/JPY,2023-03-06T10:00:00+00:00,70.86,1.5,1.4679,take_profit
AUD/USD,2023-03-06T11:00:00+00:00,73.75,0.1242,0.0972,time_exit
GBP/USD,2023-03-06T11:00:00+00:00,62.5,0.126,0.1041,time_exit
USD/CAD,2023-03-06T11:00:00+00:00,70.54,0.3876,0.3523,time_exit
EUR/USD,2023-03-06T11:30:00+00:00,72.74,1.5,1.4583,take_profit
USD/CHF,2023-03-06T11:30:00+00:00,67.31,1.5,1.4035,take_profit
EUR/USD,2023-03-06T13:30:00+00:00,75.6,1.5,1.4792,take_profit
USD/CHF,2023-03-06T13:30:00+00:00,70.78,-1.0,-1.0297,stop_loss
EUR/USD,2023-03-06T17:00:00+00:00,70.7,-0.0608,-0.0704,time_exit
USD/CHF,2023-03-06T17:00:00+00:00,68.46,-0.2814,-0.3377,time_exit
USD/JPY,2023-03-06T18:45:00+00:00,67.13,-0.0344,-0.0688,time_exit
AUD/USD,2023-03-06T20:15:00+00:00,66.15,-1.0,-1.0535,stop_loss
USD/CAD,2023-03-06T20:15:00+00:00,68.38,-0.5597,-0.6103,time_exit
EUR/USD,2023-03-07T02:15:00+00:00,73.92,-1.0,-1.035,stop_loss
GBP/USD,2023-03-07T02:15:00+00:00,57.92,-1.0,-1.1083,stop_loss
USD/CHF,2023-03-07T02:15:00+00:00,68.68,-1.0,-1.0578,stop_loss
AUD/USD,2023-03-07T04:00:00+00:00,65.16,1.0285,0.9941,time_exit
USD/CAD,2023-03-07T05:30:00+00:00,56.04,1.5,1.2995,take_profit
USD/JPY,2023-03-07T07:00:00+00:00,63.05,-1.0,-1.0604,stop_loss
USD/CAD,2023-03-07T07:15:00+00:00,63.75,1.5,1.3783,take_profit
GBP/USD,2023-03-07T07:30:00+00:00,61.11,1.5,1.4045,take_profit
USD/JPY,2023-03-07T08:00:00+00:00,64.46,-1.0,-1.0585,stop_loss
GBP/USD,2023-03-07T08:15:00+00:00,61.63,-1.0,-1.0885,stop_loss
USD/CAD,2023-03-07T08:15:00+00:00,64.55,1.5,1.41,take_profit
USD/JPY,2023-03-07T09:15:00+00:00,64.75,1.5,1.4649,take_profit
EUR/USD,2023-03-07T09:30:00+00:00,66.03,-1.0,-1.0314,stop_loss
USD/JPY,2023-03-07T10:30:00+00:00,66.67,-1.0,-1.0401,stop_loss
USD/CHF,2023-03-07T10:45:00+00:00,68.97,-1.0,-1.0417,stop_loss
GBP/USD,2023-03-07T12:15:00+00:00,68.17,-1.0,-1.0446,stop_loss
USD/JPY,2023-03-07T12:15:00+00:00,65.22,-1.0,-1.0415,stop_loss
USD/CAD,2023-03-07T12:30:00+00:00,69.86,1.5,1.4405,take_profit
AUD/USD,2023-03-07T13:15:00+00:00,74.1,1.5,1.467,take_profit
USD/CHF,2023-03-07T14:45:00+00:00,72.22,-1.0,-1.0606,stop_loss
USD/CAD,2023-03-07T15:15:00+00:00,66.56,0.5089,0.4941,time_exit
USD/JPY,2023-03-07T15:15:00+00:00,63.94,0.8475,0.8363,time_exit
GBP/USD,2023-03-07T15:30:00+00:00,63.35,-1.0,-1.0395,stop_loss
GBP/USD,2023-03-07T21:00:00+00:00,69.06,-0.0276,-0.042,time_exit
AUD/USD,2023-03-07T22:00:00+00:00,60.61,-0.3621,-0.4583,time_exit
EUR/USD,2023-03-07T22:00:00+00:00,66.8,0.2677,0.2549,time_exit
USD/CHF,2023-03-08T00:00:00+00:00,69.35,0.0829,0.051,time_exit
USD/CAD,2023-03-08T00:30:00+00:00,68.97,0.2647,0.2292,time_exit
USD/JPY,2023-03-08T00:30:00+00:00,75.37,0.1732,0.1582,time_exit
GBP/USD,2023-03-08T06:15:00+00:00,68.92,-1.0,-1.0538,stop_loss
AUD/USD,2023-03-08T07:15:00+00:00,72.97,-1.0,-1.0516,stop_loss
EUR/USD,2023-03-08T08:00:00+00:00,75.11,-1.0,-1.0265,stop_loss
USD/CHF,2023-03-08T09:15:00+00:00,70.56,-1.0,-1.0749,stop_loss
USD/CAD,2023-03-08T09:45:00+00:00,68.24,-1.0,-1.1154,stop_loss
USD/JPY,2023-03-08T09:45:00+00:00,75.4,-1.0,-1.0417,stop_loss
GBP/USD,2023-03-08T11:30:00+00:00,69.53,1.5,1.446,take_profit
USD/JPY,2023-03-08T12:30:00+00:00,77.52,-1.0,-1.0454,stop_loss
USD/CAD,2023-03-08T13:15:00+00:00,63.09,1.5,1.3902,take_profit
USD/CHF,2023-03-08T13:15:00+00:00,59.43,-1.0,-1.1855,stop_loss
EUR/USD,2023-03-08T15:00:00+00:00,75.69,-1.0,-1.0352,stop_loss
USD/JPY,2023-03-08T15:00:00+00:00,64.05,-1.0,-1.0269,stop_loss
GBP/USD,2023-03-08T15:15:00+00:00,74.22,-0.6944,-0.7488,time_exit
USD/CHF,2023-03-08T15:15:00+00:00,69.98,-0.0649,-0.1406,time_exit
AUD/USD,2023-03-08T15:45:00+00:00,71.41,1.0358,0.961,time_exit
USD/JPY,2023-03-08T15:45:00+00:00,65.42,1.5,1.4803,take_profit
EUR/USD,2023-03-08T16:00:00+00:00,70.5,0.3519,0.3365,time_exit
USD/CAD,2023-03-08T18:45:00+00:00,73.01,-0.08,-0.106,time_exit
USD/JPY,2023-03-08T21:30:00+00:00,72.1,-1.0,-1.0248,stop_loss
USD/JPY,2023-03-08T23:15:00+00:00,68.67,-1.0,-1.0575,stop_loss
GBP/USD,2023-03-09T00:30:00+00:00,63.42,-1.0,-1.1055,stop_loss
USD/CHF,2023-03-09T00:45:00+00:00,60.07,-1.0,-1.0908,stop_loss
AUD/USD,2023-03-09T01:00:00+00:00,57.96,-1.0,-1.1556,stop_loss
USD/JPY,2023-03-09T01:00:00+00:00,72.21,-1.0,-1.0592,stop_loss
EUR/USD,2023-03-09T01:15:00+00:00,70.28,-1.0,-1.0587,stop_loss
USD/CAD,2023-03-09T04:00:00+00:00,63.4,-1.0,-1.1044,stop_loss
USD/JPY,2023-03-09T05:15:00+00:00,64.97,-1.0,-1.0529,stop_loss
AUD/USD,2023-03-09T05:45:00+00:00,61.1,-1.0,-1.1029,stop_loss
EUR/USD,2023-03-09T05:45:00+00:00,66.35,-1.0,-1.08,stop_loss
GBP/USD,2023-03-09T05:45:00+00:00,59.98,-1.0,-1.1077,stop_loss
USD/JPY,2023-03-09T07:00:00+00:00,69.92,-1.0,-1.04,stop_loss
EUR/USD,2023-03-09T08:00:00+00:00,70.93,-1.0,-1.0391,stop_loss
USD/CAD,2023-03-09T08:15:00+00:00,66.69,-1.0,-1.1439,stop_loss
AUD/USD,2023-03-09T08:45:00+00:00,61.87,-1.0,-1.1165,stop_loss
USD/CHF,2023-03-09T08:45:00+00:00,57.29,-1.0,-1.1183,stop_loss
USD/JPY,2023-03-09T08:45:00+00:00,66.99,-1.0,-1.023,stop_loss
EUR/USD,2023-03-09T09:00:00+00:00,68.91,-1.0,-1.0559,stop_loss
USD/CHF,2023-03-09T09:30:00+00:00,61.21,1.5,1.4005,take_profit
USD/JPY,2023-03-09T09:45:00+00:00,62.68,-1.0,-1.0263,stop_loss
GBP/USD,2023-03-09T10:00:00+00:00,67.0,-1.0,-1.0517,stop_loss
GBP/USD,2023-03-09T11:15:00+00:00,68.28,-1.0,-1.0452,stop_loss
EUR/USD,2023-03-09T11:30:00+00:00,67.8,1.5,1.4605,take_profit
USD/CAD,2023-03-09T12:00:00+00:00,63.17,1.5,1.3685,take_profit
EUR/USD,2023-03-09T12:45:00+00:00,70.54,-1.0,-1.0251,stop_loss
USD/CAD,2023-03-09T13:15:00+00:00,64.51,-1.0,-1.1311,stop_loss
AUD/USD,2023-03-09T15:15:00+00:00,69.78,1.5,1.4365,take_profit
GBP/USD,2023-03-09T15:15:00+00:00,65.79,-0.2099,-0.2536,time_exit
USD/CAD,2023-03-09T15:15:00+00:00,69.53,1.5,1.4077,take_profit
USD/CAD,2023-03-09T18:00:00+00:00,73.52,1.1245,1.0947,time_exit
EUR/USD,2023-03-09T18:30:00+00:00,69.13,-1.0,-1.0302,stop_loss
USD/JPY,2023-03-09T18:45:00+00:00,65.58,1.5,1.4577,take_profit
USD/CHF,2023-03-09T19:00:00+00:00,65.84,-1.0,-1.0659,stop_loss
AUD/USD,2023-03-09T20:00:00+00:00,73.03,-0.3414,-0.3749,time_exit
USD/CHF,2023-03-09T21:15:00+00:00,59.0,-1.0,-1.0823,stop_loss
USD/JPY,2023-03-10T00:00:00+00:00,63.94,1.5,1.454,take_profit
EUR/USD,2023-03-10T00:45:00+00:00,66.58,1.5,1.4643,take_profit
GBP/USD,2023-03-10T00:45:00+00:00,56.45,1.5,1.3485,take_profit
USD/CHF,2023-03-10T01:15:00+00:00,61.1,-1.0,-1.1067,stop_loss
USD/JPY,2023-03-10T03:00:00+00:00,60.37,-1.0,-1.0368,stop_loss
USD/CAD,2023-03-10T03:15:00+00:00,70.72,-1.0,-1.0615,stop_loss
EUR/USD,2023-03-10T04:00:00+00:00,65.35,1.5,1.4353,take_profit
AUD/USD,2023-03-10T05:30:00+00:00,68.62,-1.0,-1.0959,stop_loss
USD/CHF,2023-03-10T06:00:00+00:00,63.87,1.5,1.4483,take_profit
GBP/USD,2023-03-10T07:00:00+00:00,67.6,1.5,1.4483,take_profit
AUD/USD,2023-03-10T08:00:00+00:00,70.95,-1.0,-1.0931,stop_loss
GBP/USD,2023-03-10T10:00:00+00:00,64.11,-1.0,-1.0288,stop_loss
USD/JPY,2023-03-10T10:15:00+00:00,67.4,1.5,1.4769,take_profit
USD/CAD,2023-03-10T12:45:00+00:00,73.18,-1.0,-1.0825,stop_loss
EUR/USD,2023-03-10T13:30:00+00:00,63.93,0.777,0.7666,time_exit
GBP/USD,2023-03-10T13:30:00+00:00,64.87,0.4131,0.3922,time_exit
AUD/USD,2023-03-10T13:45:00+00:00,62.44,-1.0,-1.0674,stop_loss
USD/CAD,2023-03-10T13:45:00+00:00,62.63,1.5,1.47,take_profit
USD/JPY,2023-03-10T13:45:00+00:00,62.73,-1.0,-1.0173,stop_loss
AUD/USD,2023-03-10T15:15:00+00:00,58.05,1.5,1.4312,take_profit
AUD/USD,2023-03-10T18:45:00+00:00,64.5,-1.0,-1.0313,stop_loss
USD/CAD,2023-03-10T18:45:00+00:00,69.8,-1.0,-1.0243,stop_loss
GBP/USD,2023-03-13T05:00:00+00:00,70.26,-1.0,-1.016,stop_loss
USD/CHF,2023-03-13T07:00:00+00:00,66.22,1.5,1.4583,take_profit
USD/JPY,2023-03-13T08:00:00+00:00,72.48,1.5,1.4785,take_profit
USD/CHF,2023-03-13T09:45:00+00:00,67.88,1.5,1.4612,take_profit
GBP/USD,2023-03-13T11:00:00+00:00,73.33,1.5,1.4589,take_profit
GBP/USD,2023-03-13T13:15:00+00:00,76.91,1.5,1.4781,take_profit
GBP/USD,2023-03-13T15:45:00+00:00,70.25,0.0822,0.0737,time_exit
EUR/USD,2023-03-13T16:00:00+00:00,71.28,-0.0755,-0.0832,time_exit
USD/JPY,2023-03-13T23:15:00+00:00,66.42,-1.0,-1.0407,stop_loss
AUD/USD,2023-03-13T23:45:00+00:00,55.07,-1.0,-1.1425,stop_loss
GBP/USD,2023-03-14T01:00:00+00:00,66.08,1.5,1.395,take_profit
AUD/USD,2023-03-14T01:15:00+00:00,60.87,-0.0198,-0.0675,time_exit
EUR/USD,2023-03-14T02:15:00+00:00,71.3,-1.0,-1.0556,stop_loss
USD/JPY,2023-03-14T02:30:00+00:00,70.67,-1.0,-1.0283,stop_loss
USD/CHF,2023-03-14T03:15:00+00:00,61.47,1.5,1.4379,take_profit
USD/CAD,2023-03-14T04:00:00+00:00,60.24,-1.0,-1.1016,stop_loss
USD/JPY,2023-03-14T05:15:00+00:00,68.54,1.5,1.4757,take_profit
GBP/USD,2023-03-14T06:15:00+00:00,70.23,-1.0,-1.0734,stop_loss
USD/JPY,2023-03-14T06:15:00+00:00,71.39,-1.0,-1.0158,stop_loss
EUR/USD,2023-03-14T08:00:00+00:00,72.49,1.5,1.4878,take_profit
GBP/USD,2023-03-14T08:45:00+00:00,73.38,-1.0,-1.0431,stop_loss
USD/JPY,2023-03-14T09:00:00+00:00,70.07,-1.0,-1.0165,stop_loss
USD/CHF,2023-03-14T11:00:00+00:00,77.9,-1.0,-1.0279,stop_loss
AUD/USD,2023-03-14T11:30:00+00:00,67.98,-1.0,-1.0813,stop_loss
USD/CAD,2023-03-14T11:30:00+00:00,67.35,-1.0,-1.0308,stop_loss
EUR/USD,2023-03-14T12:45:00+00:00,77.78,-0.0449,-0.0532,time_exit
GBP/USD,2023-03-14T12:45:00+00:00,79.57,-1.0,-1.0231,stop_loss
AUD/USD,2023-03-14T13:00:00+00:00,64.25,0.2367,0.1956,time_exit
USD/CAD,2023-03-14T13:00:00+00:00,64.66,-1.0,-1.0486,stop_loss
USD/JPY,2023-03-14T13:30:00+00:00,70.75,-0.5825,-0.5853,time_exit
USD/CAD,2023-03-14T14:15:00+00:00,64.0,0.8225,0.7864,time_exit
USD/CHF,2023-03-14T15:15:00+00:00,67.51,0.205,0.1632,time_exit
GBP/USD,2023-03-14T16:15:00+00:00,72.21,0.3213,0.2759,time_exit
EUR/USD,2023-03-14T22:00:00+00:00,64.17,1.5,1.4191,take_profit
USD/JPY,2023-03-14T23:30:00+00:00,61.39,1.5,1.4573,take_profit
USD/CHF,2023-03-15T00:30:00+00:00,58.59,-1.0,-1.0917,stop_loss
USD/CAD,2023-03-15T00:45:00+00:00,59.84,1.5,1.3933,take_profit
AUD/USD,2023-03-15T01:00:00+00:00,57.63,1.5,1.3894,take_profit
AUD/USD,2023-03-15T02:15:00+00:00,60.83,1.5,1.4175,take_profit
EUR/USD,2023-03-15T02:15:00+00:00,73.21,-1.0,-1.0234,stop_loss
GBP/USD,2023-03-15T02:15:00+00:00,64.25,1.5,1.4149,take_profit
USD/JPY,2023-03-15T02:15:00+00:00,68.74,1.5,1.4502,take_profit
USD/CAD,2023-03-15T03:15:00+00:00,61.55,1.5,1.3843,take_profit
GBP/USD,2023-03-15T05:45:00+00:00,63.21,-1.0,-1.1025,stop_loss
USD/CAD,2023-03-15T05:45:00+00:00,60.1,-1.0,-1.1232,stop_loss
AUD/USD,2023-03-15T06:00:00+00:00,62.9,-1.0,-1.1135,stop_loss
USD/JPY,2023-03-15T06:00:00+00:00,67.9,-1.0,-1.0359,stop_loss
GBP/USD,2023-03-15T08:15:00+00:00,66.89,-1.0,-1.0592,stop_loss
AUD/USD,2023-03-15T08:30:00+00:00,69.68,-1.0,-1.0908,stop_loss
USD/JPY,2023-03-15T08:30:00+00:00,72.45,1.5,1.473,take_profit
USD/CAD,2023-03-15T09:00:00+00:00,65.73,-1.0,-1.0808,stop_loss
EUR/USD,2023-03-15T09:15:00+00:00,69.58,-1.0,-1.0357,stop_loss
AUD/USD,2023-03-15T09:45:00+00:00,66.63,-1.0,-1.0901,stop_loss
EUR/USD,2023-03-15T09:45:00+00:00,69.3,-1.0,-1.0327,stop_loss
GBP/USD,2023-03-15T09:45:00+00:00,69.49,-1.0,-1.034,stop_loss
USD/CAD,2023-03-15T09:45:00+00:00,64.81,-1.0,-1.0965,stop_loss
USD/CHF,2023-03-15T09:45:00+00:00,68.04,-1.0,-1.0542,stop_loss
USD/JPY,2023-03-15T09:45:00+00:00,71.59,-1.0,-1.0221,stop_loss
USD/JPY,2023-03-15T10:15:00+00:00,69.68,-1.0,-1.0255,stop_loss
GBP/USD,2023-03-15T10:45:00+00:00,68.11,0.1345,0.1254,time_exit
AUD/USD,2023-03-15T11:00:00+00:00,67.07,1.5,1.4153,take_profit
USD/CAD,2023-03-15T11:00:00+00:00,64.08,-1.0,-1.0782,stop_loss
USD/CHF,2023-03-15T11:00:00+00:00,60.23,1.5,1.4096,take_profit
USD/JPY,2023-03-15T12:15:00+00:00,72.74,-0.133,-0.1499,time_exit
USD/CAD,2023-03-15T12:30:00+00:00,64.47,-1.0,-1.057,stop_loss
AUD/USD,2023-03-15T12:45:00+00:00,66.03,-1.0,-1.0625,stop_loss
AUD/USD,2023-03-15T14:30:00+00:00,64.85,-1.0,-1.0638,stop_loss
AUD/USD,2023-03-15T21:45:00+00:00,56.07,-1.0,-1.1415,stop_loss
GBP/USD,2023-03-16T00:45:00+00:00,63.7,-1.0,-1.0861,stop_loss
USD/JPY,2023-03-16T01:00:00+00:00,69.86,1.5,1.4598,take_profit
AUD/USD,2023-03-16T01:15:00+00:00,62.03,-1.0,-1.0583,stop_loss
USD/CAD,2023-03-16T01:30:00+00:00,61.11,-1.0,-1.1076,stop_loss
EUR/USD,2023-03-16T02:30:00+00:00,64.34,-1.0,-1.0471,stop_loss
USD/JPY,2023-03-16T04:15:00+00:00,76.0,0.6366,0.6275,time_exit
EUR/USD,2023-03-16T05:45:00+00:00,63.59,0.1023,0.0992,time_exit
USD/CHF,2023-03-16T06:15:00+00:00,63.77,-1.0,-1.0765,stop_loss
AUD/USD,2023-03-16T07:45:00+00:00,66.72,1.5,1.4227,take_profit
GBP/USD,2023-03-16T08:15:00+00:00,68.1,1.5,1.4537,take_profit
USD/CHF,2023-03-16T08:15:00+00:00,64.69,1.5,1.4644,take_profit
USD/CAD,2023-03-16T08:45:00+00:00,65.42,-0.2173,-0.236,time_exit
GBP/USD,2023-03-16T11:15:00+00:00,67.72,1.5,1.454,take_profit
USD/JPY,2023-03-16T13:30:00+00:00,76.81,-1.0,-1.0114,stop_loss
GBP/USD,2023-03-16T14:00:00+00:00,67.84,-1.0,-1.0426,stop_loss
AUD/USD,2023-03-16T15:00:00+00:00,66.2,0.0051,-0.0556,time_exit
GBP/USD,2023-03-16T17:00:00+00:00,67.63,0.0243,-0.0173,time_exit
USD/JPY,2023-03-16T17:15:00+00:00,66.43,0.1542,0.144,time_exit
USD/CHF,2023-03-16T17:30:00+00:00,65.22,0.7339,0.6781,time_exit
EUR/USD,2023-03-16T18:00:00+00:00,71.5,-0.3533,-0.3723,time_exit
USD/CAD,2023-03-16T18:30:00+00:00,67.23,-0.3589,-0.4209,time_exit
USD/JPY,2023-03-17T05:30:00+00:00,76.86,1.5,1.4801,take_profit
GBP/USD,2023-03-17T14:15:00+00:00,81.33,0.5925,0.572,time_exit
USD/JPY,2023-03-20T02:45:00+00:00,77.03,1.5,1.4838,take_profit
USD/JPY,2023-03-20T06:30:00+00:00,79.16,-0.5809,-0.5949,time_exit
EUR/USD,2023-03-20T07:15:00+00:00,75.54,-1.0,-1.0264,stop_loss
AUD/USD,2023-03-20T08:30:00+00:00,75.04,-1.0,-1.0541,stop_loss
GBP/USD,2023-03-20T09:00:00+00:00,77.25,1.5,1.4647,take_profit
GBP/USD,2023-03-20T13:30:00+00:00,76.19,0.3034,0.2913,time_exit
USD/JPY,2023-03-20T15:45:00+00:00,75.51,0.9643,0.9441,time_exit
EUR/USD,2023-03-20T20:00:00+00:00,75.11,-0.7436,-0.7556,time_exit
USD/JPY,2023-03-21T01:00:00+00:00,75.87,-1.0,-1.0202,stop_loss
EUR/USD,2023-03-21T11:30:00+00:00,78.34,-0.2365,-0.2399,time_exit
EUR/USD,2023-03-22T08:45:00+00:00,75.72,0.5197,0.4975,time_exit
GBP/USD,2023-03-22T09:30:00+00:00,76.33,-1.0,-1.0164,stop_loss
USD/JPY,2023-03-23T01:00:00+00:00,77.47,-0.3915,-0.4033,time_exit
EUR/USD,2023-03-23T03:15:00+00:00,76.45,-0.263,-0.2722,time_exit
EUR/USD,2023-03-23T12:30:00+00:00,75.38,1.5,1.4822,take_profit
USD/JPY,2023-03-23T13:15:00+00:00,78.39,1.5,1.4885,take_profit
USD/CHF,2023-03-23T15:00:00+00:00,75.41,-0.9038,-0.9404,time_exit
EUR/USD,2023-03-23T15:15:00+00:00,81.97,-1.0,-1.0055,stop_loss
USD/JPY,2023-03-23T19:15:00+00:00,76.91,0.1865,0.1765,time_exit
USD/JPY,2023-03-24T01:15:00+00:00,77.5,0.7502,0.7324,time_exit
USD/JPY,2023-03-24T04:30:00+00:00,79.42,1.5,1.4779,take_profit
USD/JPY,2023-03-24T09:45:00+00:00,78.41,-1.0,-1.0086,stop_loss
USD/JPY,2023-03-24T10:30:00+00:00,76.59,-1.0,-1.0122,stop_loss
GBP/USD,2023-03-27T14:15:00+00:00,75.58,0.1333,0.1174,time_exit
USD/JPY,2023-03-28T12:00:00+00:00,80.22,-1.0,-1.0113,stop_loss
USD/JPY,2023-03-28T17:45:00+00:00,76.22,-1.0,-1.0102,stop_loss
EUR/USD,2023-03-28T19:30:00+00:00,76.98,-0.2894,-0.3012,time_exit
EUR/USD,2023-03-29T10:00:00+00:00,75.14,-1.0,-1.011,stop_loss
USD/JPY,2023-03-30T01:15:00+00:00,75.17,-1.0,-1.0233,stop_loss
EUR/USD,2023-03-30T08:15:00+00:00,75.31,1.5,1.4928,take_profit
USD/CAD,2023-03-30T14:45:00+00:00,77.45,0.469,0.4221,time_exit
USD/JPY,2023-04-03T06:30:00+00:00,76.95,-1.0,-1.0111,stop_loss
USD/CAD,2023-04-03T18:30:00+00:00,75.71,-0.3798,-0.4024,time_exit
GBP/USD,2023-04-04T17:15:00+00:00,76.73,0.1635,0.1181,time_exit
EUR/USD,2023-04-04T18:45:00+00:00,80.17,0.1609,0.1528,time_exit
EUR/USD,2023-04-05T07:30:00+00:00,77.9,-1.0,-1.0426,stop_loss
USD/CHF,2023-04-05T14:15:00+00:00,75.31,-1.0,-1.0431,stop_loss
EUR/USD,2023-04-07T11:00:00+00:00,70.68,-1.0,-1.0397,stop_loss
USD/JPY,2023-04-10T09:30:00+00:00,70.3,1.5,1.46,take_profit
USD/JPY,2023-04-10T11:30:00+00:00,72.73,1.5,1.4858,take_profit
USD/JPY,2023-04-10T14:45:00+00:00,71.7,-0.1537,-0.1576,time_exit
USD/JPY,2023-04-11T01:00:00+00:00,73.25,-1.0,-1.034,stop_loss
USD/JPY,2023-04-11T09:00:00+00:00,72.22,1.5,1.4586,take_profit
GBP/USD,2023-04-11T09:15:00+00:00,74.47,-0.5531,-0.5737,time_exit
EUR/USD,2023-04-11T09:45:00+00:00,70.94,-1.0,-1.0174,stop_loss
USD/JPY,2023-04-11T14:15:00+00:00,73.89,0.7037,0.6869,time_exit
AUD/USD,2023-04-11T15:00:00+00:00,72.27,0.0953,0.0298,time_exit
USD/CHF,2023-04-11T16:30:00+00:00,72.74,1.5,1.4226,take_profit
EUR/USD,2023-04-11T17:30:00+00:00,73.51,1.5,1.4608,take_profit
USD/CHF,2023-04-11T18:00:00+00:00,74.19,0.1007,0.053,time_exit
USD/JPY,2023-04-12T02:45:00+00:00,74.66,-1.0,-1.019,stop_loss
USD/JPY,2023-04-12T07:15:00+00:00,73.01,-1.0,-1.0455,stop_loss
EUR/USD,2023-04-12T10:00:00+00:00,77.03,1.5,1.4868,take_profit
USD/CAD,2023-04-12T12:30:00+00:00,72.59,-1.0,-1.0349,stop_loss
EUR/USD,2023-04-12T22:00:00+00:00,71.01,-0.3695,-0.3877,time_exit
USD/CAD,2023-04-13T03:00:00+00:00,70.63,1.5,1.4264,take_profit
EUR/USD,2023-04-13T07:15:00+00:00,76.2,1.5,1.4824,take_profit
GBP/USD,2023-04-13T07:30:00+00:00,70.49,1.5,1.4624,take_profit
USD/CAD,2023-04-13T07:30:00+00:00,71.61,1.5,1.4645,take_profit
EUR/USD,2023-04-13T08:15:00+00:00,73.4,0.8853,0.8758,time_exit
GBP/USD,2023-04-13T09:45:00+00:00,71.98,0.2787,0.2484,time_exit
